# seq no., kick, snar, hclos, hopen, ltom, mtom, htom, cras, ride, duration, tempo, timesig, pos_in_bar, guitar, d_g_diff, y, y_hat
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 400, 150, 1, 0, 0, 0.0004, -0.00285082, -0.00511963
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 400, 150, 1, 0.25, 0.419366, 0.0004, -0.000574554, -0.00185489
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 400, 150, 1, 0.5, 0.419366, 0.0004, -0.000202721, -0.00132159
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 200, 150, 1, 0.75, 0.419366, 0.0004, 0.000969778, -0.00121442
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 200, 150, 1, 0.875, 0.419366, 0.0121189, 0.00014103, -0.00305187
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1, 0, 0.419366, 0.0169481, 0.00136857, -0.00149981
1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1, 0.1875, 0.419366, 0.0185002, 0.000666641, -0.0015977
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 200, 150, 1, 0.375, 0.419366, 0.0117356, 0.0011425, -0.00178564
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1, 0.5, 0.419366, 0.0182144, 0.0013333, -0.0015444
1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1, 0.6875, 0.419366, 0.0184556, 0.00161586, -0.000397527
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 200, 150, 1, 0.875, 0.419366, 0.0129358, 0.00136834, -0.000260439
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1, 0, 0.419366, 0.00927315, 0.00184965, -0.000891538
2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1, 0.1875, 0.419366, 0.0191085, 0.00104909, -0.000935261
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 200, 150, 1, 0.375, 0.419366, 0.0108878, 0.00089381, -0.00207261
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1, 0.5, 0.419366, 0.0176955, 0.00151073, -0.00132007
2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1, 0.6875, 0.419366, 0.0186799, 0.00131433, -0.000778776
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 200, 150, 1, 0.875, 0.419366, 0.0125546, 0.00101721, -0.00164571
3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1, 0, 0.419366, 0.0158354, 0.00116309, -0.00175961
3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1, 0.1875, 0.419366, 0.0182404, 0.000899951, -0.00130271
3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 200, 150, 1, 0.375, 0.419366, 0.0120306, 0.00131091, -0.00157271
3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1, 0.5, 0.419366, 0.0184273, 0.00088659, -0.00210921
3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1, 0.6875, 0.419366, 0.0178908, 0.00112925, -0.00101278
3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 200, 150, 1, 0.875, 0.419366, 0.0123206, 0.00153023, -0.000526583
4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1.5, 0, 0.419366, 0.0129823, 0.00135105, -0.00073235
4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1.5, 0.125, 0.419366, 0.012601, 0.000878108, -0.00016572
4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 200, 150, 1.5, 0.25, 0.419366, 0.00333485, 0.000325573, -0.00202894
4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1.5, 0.333333, 0.419366, 0.0113044, 0.000605106, -0.0016755
4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1.5, 0.458333, 0.419366, 0.0116578, 0.000540891, -0.00123029
4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 200, 150, 1.5, 0.583333, 0.419366, 0.0076586, 0.000200976, -0.00185562
4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1.5, 0.666667, 0.419366, 0.00868434, 0.000700253, -0.0015552
